	AKT	BAD	EGFR	HER2	IGF1R	KRASG12V	KRASQ61H	RAF1	phenotype	Type	Siglust	PAM50
TCGA-A8-A08O-01A-21R-A056-07	0.516678353708391	-0.225211030251897	0.283621797351307	1.28614366450596	0.637806340080539	-0.744108347869841	-0.735593655612556	-0.104884343781566	AKT Phenotype	tumor	-5	LumA
TCGA-A8-A08P-01A-11R-A00Z-07	-0.70949461406526	0.711912541185234	-0.0948019381521595	-1.24875650360856	0.419261520244014	-0.346884702085186	-0.330987237652398	0.559038564125348	EGFR Phenotype	tumor	-2	LumB
TCGA-A8-A08R-01A-11R-A034-07	-1.01756848425555	1.47097533046587	0.0320891644988839	-0.172016028633702	-1.52905843324248	1.85071751621181	1.90886458022094	1.69420555270318	EGFR Phenotype	tumor	-13	Basal
TCGA-A8-A08T-01A-21R-A00Z-07	0.261911342356441	-0.53023459999688	-0.654108078814311	-0.333545136540733	0.56387796418311	-0.276990229139079	-0.508979311765706	-0.113170863309588	AKT Phenotype	tumor	-5	LumA
TCGA-A8-A08X-01A-21R-A00Z-07	0.00728430461926103	0.736579191295993	-0.622602484357334	-0.291990957467214	-1.24263884630229	0.422824256048903	0.647349043547977	0.79847354349359	EGFR Phenotype	tumor	-13	Her2
TCGA-A8-A08Z-01A-21R-A00Z-07	-0.798205740737463	-0.629282098476866	0.466249135934223	-1.45500783963697	-0.166783898215061	-0.216198158754667	-0.364659565846434	1.15732709490674	EGFR Phenotype	tumor	-5	LumA
TCGA-A8-A090-01A-11R-A00Z-07	-0.138279677753601	-0.0410785712637515	-0.603427804494895	-0.153702587962755	1.00542930145219	-0.801213307243887	-0.761363006041711	0.0663889294040859	AKT Phenotype	tumor	0	LumA
TCGA-A8-A091-01A-11R-A00Z-07	1.18650434390576	-1.38677461438859	-1.17633564857615	1.31659421399967	1.08847840554322	-1.17461125115154	-1.03552879885455	-0.368424769287843	AKT Phenotype	tumor	-10	LumA
TCGA-A8-A092-01A-11R-A00Z-07	1.22629881735817	1.33720303690378	-1.51588828686609	0.417502670171709	0.597792966492047	-1.16690973452368	-1.08186837814041	-0.948817943689217	AKT Phenotype	tumor	-2	Her2
TCGA-A8-A093-01A-11R-A00Z-07	1.20926779545013	-0.587649036899542	-1.24619573505415	0.894490217342541	0.625023893358084	-1.09724413276505	-1.14767021359705	-1.11664938824456	AKT Phenotype	tumor	-12	LumA
TCGA-A8-A094-01A-11R-A00Z-07	-0.249377009151063	0.436506611133173	-0.693226889078284	-0.837710214257475	-0.0164756587645516	0.122523905918418	0.106792884825384	0.394556357640359	EGFR Phenotype	tumor	-11	Her2
TCGA-A8-A095-01A-11R-A00Z-07	-0.221261770019112	0.261370484078743	-0.335823348837255	0.917581817694086	0.406653046497765	-0.340613484211438	-0.371905562234631	-0.0649034581017799	AKT Phenotype	tumor	-7	LumB
TCGA-A8-A096-01A-11R-A00Z-07	-0.372753707555129	-0.776833927007544	0.362569325117608	-1.40525985247869	0.684930721313482	-0.482984284036988	-0.445303992944434	0.749926120143856	EGFR Phenotype	tumor	-12	LumB
TCGA-A8-A097-01A-11R-A034-07	0.0740531331984886	-0.127698127350409	0.564743968745199	-0.0567658645502753	0.554707430159046	-0.245848550109258	-0.228143762799749	0.672647710227486	AKT Phenotype	tumor	0	LumB
TCGA-A8-A099-01A-11R-A00Z-07	1.29088108496348	-1.06938497289187	-0.686399718103299	1.08111097347654	1.28540081159349	-1.08715221838182	-1.12403956825906	-0.797648879473436	AKT Phenotype	tumor	-12	LumA
TCGA-A8-A09A-01A-11R-A00Z-07	0.674198974310624	-0.270148320230886	0.228943909420729	0.852897612165691	0.695667258686929	-0.528376762925599	-0.399310047129623	0.417342060607806	AKT Phenotype	tumor	-3	LumA
TCGA-A8-A09B-01A-11R-A00Z-07	0.771345927427252	-0.615402212400651	0.194490612378942	-0.133840492089037	0.763436761847832	-0.662528679058218	-0.77169533044675	-0.454757507095564	AKT Phenotype	tumor	0	LumA
TCGA-A8-A09C-01A-11R-A00Z-07	0.952508102729775	0.428376112214856	-1.29174266155819	0.112189145434069	0.587507715071182	-1.12019239634573	-1.14578393201554	-1.14297037108545	AKT Phenotype	tumor	0	LumB
TCGA-A8-A09D-01A-11R-A00Z-07	1.09456307597957	0.347312527126299	-0.0471414351992987	-0.045623898219227	-0.0121470830529164	-0.463528366054095	-0.523948841894875	0.741362318498897	AKT Phenotype	tumor	-3	LumB
TCGA-A8-A09G-01A-21R-A00Z-07	0.626504620304218	-0.025909098431147	-1.28552336241733	1.2284381162005	0.802708614337582	-0.589671006739595	-0.490296888047488	-0.502685708374128	AKT Phenotype	tumor	-11	Her2
TCGA-A8-A09I-01A-22R-A034-07	0.340154653471894	1.0096168784648	-0.342176245231167	-0.247288621943701	0.444126677634716	-0.739964492322054	-0.671623161461368	-0.308194732431258	AKT Phenotype	tumor	-2	LumB
TCGA-A8-A09M-01A-11R-A00Z-07	1.10563714473388	0.29905052938755	-1.5961298898229	-0.101661327571708	1.05613111384923	-1.15995349339107	-1.06775367783251	-0.973080488197155	AKT Phenotype	tumor	-2	LumB
TCGA-A8-A09N-01A-11R-A00Z-07	0.890818148961236	0.555094625444461	-1.08888619061491	0.0164900849084529	1.33058772659524	-1.22453057200211	-1.17425083782523	-0.934518920415592	AKT Phenotype	tumor	0	LumB
TCGA-A8-A09Q-01A-11R-A00Z-07	0.916337687473114	0.322931461551546	-1.2958000272281	0.292597795962932	0.588199994446905	-1.11967965597263	-1.07372941504959	-0.308448993247023	AKT Phenotype	tumor	-2	LumB
TCGA-A8-A09R-01A-11R-A00Z-07	0.583901299421716	-0.649682197627267	-0.741385705294787	-1.06791436374512	1.02254628250461	-0.935690631447051	-0.741163990181614	0.289509599767673	AKT Phenotype	tumor	0	LumB
TCGA-A8-A09T-01A-11R-A00Z-07	-0.0491608133631913	0.0224582384569042	-0.949118869857761	1.16035501813702	1.02110470780773	-0.891683217310527	-0.840951150720905	-0.222131771425172	AKT Phenotype	tumor	-12	LumA
TCGA-A8-A09V-01A-11R-A034-07	0.790894609299342	-1.30675625608527	-0.295351172167186	0.262625675204543	1.08080343241885	-0.738507633939356	-1.00838632149104	-0.0264766938371416	AKT Phenotype	tumor	-12	LumA
TCGA-A8-A09W-01A-11R-A00Z-07	1.32018999337603	0.994190767058	-1.06369657783235	1.32468987586284	0.799547472049873	-1.05982080534106	-0.965991758737236	-0.288491230705612	AKT Phenotype	tumor	-2	LumB
TCGA-A8-A09X-01A-11R-A00Z-07	0.813734066843235	1.39341408509634	-1.05158787629957	-0.096496635433504	-0.402496401529079	-0.317962248798785	-0.00115633194432496	0.118228019804853	AKT Phenotype	tumor	-11	Her2
TCGA-A8-A09Z-01A-11R-A00Z-07	0.962964959262708	-1.00738086176187	-0.740794892535572	-1.3830090459299	0.938693575609866	-1.11188330190374	-0.946421857548303	-0.760045252077462	AKT Phenotype	tumor	0	LumB
TCGA-A8-A0A1-01A-11R-A00Z-07	0.400250313268403	-0.822526560598218	0.648865686060386	-1.05403771072677	0.487082566387432	-0.258254200261501	-0.482285033138482	0.76717187786357	EGFR Phenotype	tumor	-5	LumA
TCGA-A8-A0A2-01A-11R-A034-07	0.812975809917589	-1.05701433214803	-0.798358013199156	-0.269239238374516	1.24465904828145	-1.04836586048523	-1.11589393914536	-0.268937823441742	AKT Phenotype	tumor	0	LumA
TCGA-A8-A0A4-01A-11R-A00Z-07	0.526659778839772	-0.439578758436508	0.301280728581262	0.739433831586283	0.959314601557742	-0.377678213773647	-0.339643682587302	-0.218272527242194	AKT Phenotype	tumor	-5	LumA
TCGA-A8-A0A6-01A-12R-A056-07	0.210444557378247	-1.27620906531252	0.109149429200666	-0.585097674045724	0.493329241886737	-0.123065320455506	0.0272434340665244	0.423019596722596	AKT Phenotype	tumor	-5	LumA
TCGA-A8-A0A9-01A-11R-A00Z-07	0.343767111644317	-0.0786480145211105	-0.00237695343619597	-0.625119530538779	0.953201701709729	-0.981921219801277	-0.977175146494616	-0.348561689793025	AKT Phenotype	tumor	0	LumB
TCGA-A8-A0AB-01A-11R-A034-07	0.638117215488903	-0.0373148888011407	-0.424358045195648	1.5724824819385	0.633671638009594	-1.07367378374805	-1.05748086437445	-0.997367341082955	AKT Phenotype	tumor	-1	LumB
TCGA-A8-A0AD-01A-11R-A056-07	1.07926359637656	-0.503266705369323	-0.990972733125256	0.307733579884508	1.01248280749579	-0.581976206026041	-0.777249710091083	0.229639845682204	AKT Phenotype	tumor	-12	LumA
TCGA-AN-A03X-01A-21R-A00Z-07	0.363730499519568	-0.894370816298234	0.467704328986527	1.23902661214517	0.612757985996603	-0.79709445220355	-0.725203745918509	0.0198700810496146	AKT Phenotype	tumor	0	LumA
TCGA-AN-A03Y-01A-21R-A00Z-07	0.991331143498148	0.751708399322448	-1.50981095499311	-0.507655720046911	0.884059811069182	-1.15600771249047	-1.12033955665779	-1.41257888546839	AKT Phenotype	tumor	-1	LumB
TCGA-AN-A041-01A-11R-A034-07	0.865254265689966	-0.971936053903465	-1.0407004643084	1.15846719178941	0.616801986315539	-1.08999950489332	-0.965923718822408	-0.233137678699465	AKT Phenotype	tumor	-2	LumB
TCGA-AN-A046-01A-21R-A034-07	0.955686310617314	-0.566193586185551	0.0485401588226373	0.30106470167009	0.581995768966468	-0.537102797542347	-0.601722349060323	-0.539232633963007	AKT Phenotype	tumor	0	LumA
TCGA-AN-A049-01A-21R-A00Z-07	0.629367146273613	-0.0772149370807659	-0.304716907585964	0.604789550872154	0.752037476683557	-0.668513587721762	-0.687781213590066	-0.373374017400259	AKT Phenotype	tumor	0	LumB
TCGA-AN-A04A-01A-21R-A034-07	0.288305336530273	-0.326306140116034	0.439164922045919	1.4064871989453	0.214520644838211	-0.288902495407155	-0.209971852404737	0.227125470301893	AKT Phenotype	tumor	-5	LumA
TCGA-AN-A04C-01A-21R-A034-07	1.05788209014197	1.22345591027915	-0.873469340628376	1.40344870102883	-0.906689811659323	-0.386178624072691	-0.103751227225255	-0.980607288994176	AKT Phenotype	tumor	-11	Her2
TCGA-AN-A04D-01A-21R-A034-07	0.784067133325797	2.1041567368896	-1.07815554407782	1.46133525316382	-1.46723328135076	1.10027452443455	1.26491144540623	-0.882183148699229	EGFR Phenotype	tumor	-13	Basal
TCGA-AN-A0AJ-01A-11R-A00Z-07	0.65246372319366	1.63588304775151	-1.29364388777684	-0.892984736617056	0.422450348626048	-0.912229424807524	-0.763759955884427	-0.577925582269192	AKT Phenotype	tumor	-2	LumB
TCGA-AN-A0AK-01A-21R-A00Z-07	1.37358316796724	1.55039767411291	-1.53783935381936	1.61882693495552	0.931790297728607	-1.1949116632011	-1.0941658881466	-1.7162405235465	AKT Phenotype	tumor	-10	LumB
TCGA-AN-A0AL-01A-11R-A00Z-07	-1.14052925255417	0.895510441615019	1.01680393177621	-0.795288783755772	-0.834619982988552	1.60599820537472	1.72980640726	1.37617005534326	EGFR Phenotype	tumor	-13	Basal
TCGA-AN-A0AM-01A-11R-A034-07	-0.308443695185278	1.24637512818221	-0.356228830516975	-1.3966815670345	0.293432667146776	0.229979645633403	0.258167898458138	-0.385493471052778	EGFR Phenotype	tumor	-2	LumB
TCGA-AN-A0AR-01A-11R-A00Z-07	0.86719362003493	2.12258710929934	-1.52126193879173	-0.0196568581180014	-1.87396042828469	1.14592326826904	1.13034286253101	-1.1812773661523	EGFR Phenotype	tumor	-13	Basal
TCGA-AN-A0AS-01A-11R-A00Z-07	-0.69299175920848	-0.522010531364541	-0.470941774298114	-0.950143450104823	0.0633811052822318	-0.287288286621394	-0.303685480338637	0.106643200437945	EGFR Phenotype	tumor	-1	LumB
TCGA-AN-A0AT-01A-11R-A034-07	-2.05318073932698	2.27391653454077	0.362667996760582	-0.801841645329733	-1.94838706048472	2.14986876677886	2.17797305661888	0.46377584345807	EGFR Phenotype	tumor	-13	Basal
TCGA-AN-A0FD-01A-11R-A034-07	1.03054799782126	0.0967448547434332	-1.10492386769848	-1.78221417470309	0.290197593162034	-0.943183744250174	-0.896844221678216	-0.659663219406849	AKT Phenotype	tumor	-8	LumA
TCGA-AN-A0FF-01A-11R-A034-07	0.322111931704389	-0.34507811002119	-0.292550415532015	-0.565845979950743	0.997637016395014	-0.784565697744041	-0.754621550485824	-0.186456863982578	AKT Phenotype	tumor	0	LumB
TCGA-AN-A0FJ-01A-11R-A00Z-07	-0.0599963558625138	1.68442087923838	-0.519506494875788	1.13120820505261	-1.54028730565831	1.24398252789105	1.45060687074186	0.779736438958044	EGFR Phenotype	tumor	-13	Basal
TCGA-AN-A0FK-01A-11R-A034-07	1.27458733241661	-0.398215046603721	-1.447425677757	1.21421033296489	1.08951858977744	-1.14589535802912	-1.19813379231388	-1.4292728860448	AKT Phenotype	tumor	-12	LumB
TCGA-AN-A0FL-01A-11R-A034-07	1.33025985576188	0.285599020115341	-1.27662754917192	1.08806008807543	-1.17228522299257	0.851903147732479	0.931694830891475	-0.91945585130651	AKT Phenotype	tumor	-13	Basal
TCGA-AN-A0FN-01A-11R-A034-07	-0.421576861692102	-1.32454145436748	1.54679202960592	-0.93584555839431	-0.250005940462691	0.278395291591307	0.0971169331120405	1.79542276785897	EGFR Phenotype	tumor	-5	LumA
TCGA-AN-A0FS-01A-11R-A034-07	0.0891602674593241	-1.27788592596762	1.38731094882697	0.403199718311007	0.562060619214489	-0.345743187646088	-0.455690375954542	0.251213142147719	AKT Phenotype	tumor	-5	LumA
TCGA-AN-A0FT-01A-11R-A034-07	0.946482889331854	-0.288896516958195	-0.546404555695609	1.57049426616147	-0.399343164217163	-0.741586867004776	-0.727790369381958	-0.893718190572539	AKT Phenotype	tumor	-2	LumA
TCGA-AN-A0FV-01A-11R-A00Z-07	1.27102102620864	0.175623168410612	-0.460182768181396	1.8330075780583	0.0142120437820554	-0.31694401406808	-0.241813318863308	-0.0375687483917568	AKT Phenotype	tumor	-11	Her2
TCGA-AN-A0FW-01A-11R-A034-07	1.28296398426791	0.264667620179056	-1.48919676650144	1.34357706044012	0.707591686784604	-1.19006221958664	-1.13072021433999	-1.25922897245099	AKT Phenotype	tumor	-4	LumA
TCGA-AN-A0FX-01A-11R-A034-07	0.212180148318866	0.619488495174968	0.479186043540741	-0.210993354440553	-1.69511059755563	1.99942488057581	2.08063757223637	1.27307192368369	EGFR Phenotype	tumor	-13	Basal
TCGA-AN-A0FY-01A-11R-A034-07	0.547737091521564	1.05878753338162	-0.559409833522028	0.720559123383032	0.03905606769069	-0.804233418435748	-0.755439505063736	-0.421913556418242	AKT Phenotype	tumor	-2	LumB
TCGA-AN-A0FZ-01A-11R-A034-07	1.15815818780328	-0.051902342331968	-1.41455637352502	1.38649144644659	1.07600724152534	-1.07142095114849	-1.01021358645157	-0.903672220603283	AKT Phenotype	tumor	-3	LumA
TCGA-AN-A0G0-01A-11R-A034-07	-1.47833482202491	1.09345567115928	-0.339145882349385	-1.06928647802034	-0.739933921445965	1.44627901007576	1.44825607766635	0.458641197080914	EGFR Phenotype	tumor	-13	Basal
TCGA-AN-A0XL-01A-11R-A10J-07	-0.321477518610778	-0.909226641791264	1.49767473443557	-0.0540110219115757	0.58300081042787	-0.25098507859669	-0.385836520833688	0.694041163388088	EGFR Phenotype	tumor	-5	LumA
TCGA-AN-A0XN-01A-21R-A109-07	-0.873399188608457	-0.485382444669567	0.825913202512549	-0.366796653164814	-0.75516957803288	-0.0134816298463306	-0.0437412692288523	1.56500849051652	EGFR Phenotype	tumor	-5	LumA
TCGA-AN-A0XO-01A-11R-A109-07	0.564239632081812	-0.40875482822785	-0.248438117446221	0.787205312794638	0.18702906671226	-0.517765481904434	-0.506646141042892	-0.679163216936154	AKT Phenotype	tumor	-7	LumA
TCGA-AN-A0XP-01A-11R-A109-07	0.935226090227962	-1.34758269680225	-0.932973611496614	-0.818706476927178	1.04453182084282	-1.01709045173759	-1.06544423844629	-0.864159428133831	AKT Phenotype	tumor	-12	LumA
TCGA-AN-A0XR-01A-11R-A109-07	0.894898892424585	0.182446976140562	-1.34063597119305	0.599904408518115	1.26909157262322	-1.07935448059292	-1.07527628650295	-1.41445316128815	AKT Phenotype	tumor	-12	LumB
TCGA-AN-A0XS-01A-22R-A109-07	0.405933758136016	-0.705749052214011	0.782208600955806	0.508213118617978	0.483200887050613	-0.522151449475961	-0.542239386838843	0.398092281052147	AKT Phenotype	tumor	-5	LumA
TCGA-AN-A0XT-01A-11R-A109-07	0.674346267726207	-0.878863215520436	-0.0926924186987518	0.0170356123639185	0.5858829885108	-0.7586702040891	-0.672013844999639	-0.318070542942399	AKT Phenotype	tumor	0	LumA
TCGA-AN-A0XU-01A-11R-A109-07	-0.895949952381162	1.85054376368122	0.397418742465593	-1.54140954668465	-1.43415335231627	1.67418636055603	1.64995929847426	0.952722795426288	EGFR Phenotype	tumor	-13	Basal
TCGA-AN-A0XV-01A-11R-A109-07	-0.149795829393215	-0.279478395859975	0.689886494553795	-0.357742196301374	0.367116257773038	-0.439098567100902	-0.509258314519901	0.480143400325681	EGFR Phenotype	tumor	0	LumA
TCGA-AN-A0XW-01A-11R-A109-07	0.179963281546103	0.11301530597793	0.686192155136173	-0.827003834683854	-0.0444856516285331	-0.287358840750698	-0.191369730837136	0.842607020243393	EGFR Phenotype	tumor	-2	LumB
TCGA-AO-A03L-01A-41R-A056-07	0.870587919194739	0.570630744122674	0.387675584369022	0.13023797222884	0.691037184359373	-0.620834891552227	-0.534312578134372	-0.277968478597401	AKT Phenotype	tumor	-2	Her2
TCGA-AO-A03M-01B-11R-A10J-07	0.496980600164024	0.63152918619913	0.433206720101562	1.1626468758445	0.106284479741608	-0.454744332131008	-0.230105145041966	0.0207231049444952	AKT Phenotype	tumor	-2	LumA
TCGA-AO-A03N-01B-11R-A10J-07	1.26773643308046	0.647681429407158	-1.35581049689865	1.56856094078685	0.339682072909417	-0.781129386959957	-0.704988450501693	-0.720910958857192	AKT Phenotype	tumor	-2	Her2
TCGA-AO-A03O-01A-11R-A00Z-07	0.724294851576988	0.781309781694355	-1.15636625057693	-0.0185779362809407	0.00500376312500374	-1.00383032134778	-0.889977487684487	-1.10847206098656	AKT Phenotype	tumor	-2	LumB
TCGA-AO-A03P-01A-11R-A00Z-07	1.06270764194777	0.698903142728799	-1.54166736532782	1.19817345198233	1.06536522763842	-1.09958027700262	-1.09015253289072	-1.45155256257234	AKT Phenotype	tumor	-10	LumB
TCGA-AO-A03R-01A-21R-A034-07	0.329851587194702	1.10299327996223	-0.022973838645462	-0.748106099930278	-0.407317910012829	-0.327103438396593	-0.199430653134297	-0.711255001574832	EGFR Phenotype	tumor	0	Normal
TCGA-AO-A03T-01A-21R-A034-07	0.501551195450075	0.318293695753476	-0.0188779709073593	0.801483862128086	0.4661790085354	-0.0951599871281955	-0.0592103157724173	-1.04075344082487	AKT Phenotype	tumor	-2	Normal
TCGA-AO-A03U-01B-21R-A10J-07	-1.47849428616015	-1.92392428692191	0.751449533044387	-1.26705885051158	-0.865404316019013	1.82094393090049	1.66595067789683	1.8017791224334	EGFR Phenotype	tumor	-5	Normal
TCGA-AO-A03V-01A-11R-A115-07	0.504795376660993	-0.471308678324889	0.383851019337253	1.54615972174401	0.522794673041719	-0.702471398124941	-0.700482919941295	-0.624167709135224	AKT Phenotype	tumor	0	LumA
TCGA-AO-A0J2-01A-11R-A034-07	-0.214808033977057	1.44983053516763	0.0776497351117852	0.164146048042525	-0.455033199393651	-0.26464629679709	-0.110843654235097	-0.913905048816757	EGFR Phenotype	tumor	-11	Her2
TCGA-AO-A0J3-01A-11R-A034-07	1.48011137630978	0.623918768352361	-1.69317824621347	0.230581460566199	1.35332650527088	-1.28936484323611	-1.25574713616656	-1.90152586902131	AKT Phenotype	tumor	-10	LumB
TCGA-AO-A0J4-01A-11R-A034-07	-1.57193438462222	1.13105676842998	0.902526996837792	-1.50318366258616	-1.87291942964371	2.33830771012726	2.28609125540868	1.77253987086095	EGFR Phenotype	tumor	-13	Basal
TCGA-AO-A0J6-01A-11R-A034-07	-1.25947647895058	1.80106158370814	-0.825646085199061	-1.59518470327837	-1.87955992685286	2.12209512851629	2.12031970556189	0.606960673504117	EGFR Phenotype	tumor	-13	Basal
TCGA-AO-A0J7-01A-11R-A034-07	0.983848843106387	0.602396855475132	-1.02280701511019	1.6645857320212	0.888801619763922	-1.2096900150838	-1.1880996977307	-1.79507992060306	AKT Phenotype	tumor	0	LumB
TCGA-AO-A0J8-01A-21R-A034-07	0.69911727182753	-0.783775415572566	-0.023947497852074	1.04156303578941	0.68749258350116	-0.689453169277519	-0.733235488226173	-0.276577575088567	AKT Phenotype	tumor	-12	LumA
TCGA-AO-A0J9-01A-11R-A034-07	0.270782932671681	-0.299227557824752	-0.35567290397954	-1.15006901525854	-0.869185595438815	0.155748036789816	-0.127738620991103	0.29488476366624	EGFR Phenotype	tumor	-2	LumA
TCGA-AO-A0JA-01A-11R-A056-07	0.833954979371747	-0.669411898569466	0.935259718183189	1.28674812201905	0.695370754850136	-0.640670432145441	-0.507225985430905	0.369208223165376	AKT Phenotype	tumor	-4	LumA
TCGA-AO-A0JC-01A-11R-A056-07	-1.52414788797066	-0.517473684418679	0.67795173965376	-1.19788398272041	-0.820178922165351	1.60628946869234	1.33523064942407	1.82935016863963	EGFR Phenotype	tumor	-2	LumB
TCGA-AO-A0JD-01A-11R-A056-07	0.531827264595114	1.87884830478265	-1.21294161495952	1.0625294530087	0.737392358399246	0.157937526195328	0.0998294289423211	-0.979006990741693	AKT Phenotype	tumor	-2	LumB
TCGA-AO-A0JE-01A-11R-A056-07	0.102917560146943	0.334931315519068	0.0251239650865232	0.186986780632206	-0.284769842282086	0.76306720051642	0.741012394101743	0.933454894146674	EGFR Phenotype	tumor	-11	Her2
TCGA-AO-A0JF-01A-11R-A056-07	0.428236012603355	-1.20556433675827	0.915166826031154	-0.257876802804665	0.15612357012799	0.561568200998273	0.24368137277965	1.27734909667078	EGFR Phenotype	tumor	-5	LumA
TCGA-AO-A0JG-01A-31R-A084-07	0.308242096045389	-1.53605258470518	0.824700227842132	0.256360104127766	0.676537822471801	-0.470506247788103	-0.459177812623475	0.506018612445829	AKT Phenotype	tumor	-5	LumA
TCGA-AO-A0JI-01A-21R-A056-07	1.13771983997128	-0.539980395330549	-1.18651550087195	1.26139142726366	1.23838598675	-1.12383626123353	-1.17556105624367	-1.27386077611467	AKT Phenotype	tumor	-10	LumB
TCGA-AO-A0JJ-01A-11R-A056-07	0.170332359080239	-0.752793503675413	1.26390159903355	-0.732549688672972	0.335105827880626	0.350703654350537	0.194036342569724	0.995378937124598	EGFR Phenotype	tumor	-5	LumA
TCGA-AO-A0JL-01A-11R-A056-07	0.403204196141627	1.07032619400718	-0.992667950630856	-0.507735102328667	-1.78358454358523	1.12078154342174	1.30405899837297	-0.322523721692859	EGFR Phenotype	tumor	-13	Basal
TCGA-AO-A0JM-01A-21R-A056-07	-0.0742537274165702	0.35564127704517	0.0752361458210748	1.1783830823267	0.777336156246175	-0.723520893823135	-0.733449262083491	-0.337202945841598	AKT Phenotype	tumor	-2	LumB
TCGA-AO-A124-01A-11R-A10J-07	-1.93385184941808	1.69262360337803	-0.448945024788643	0.38592045759154	-1.77116497485122	1.79343880448033	1.76356700953351	-0.114789070089273	EGFR Phenotype	tumor	-13	Basal
TCGA-AO-A125-01A-11R-A10J-07	0.506183459024111	-1.11744561956442	-0.999223141420659	0.103062567322228	1.19729307963144	-0.899609099265769	-1.04116189069052	-1.95406236548006	AKT Phenotype	tumor	-12	LumA
TCGA-AO-A126-01A-11R-A10J-07	1.08919943196886	-0.367943932898199	-0.154137552237016	0.307085034166949	0.14722115151395	-0.784692586817869	-0.838041411442021	-0.617408850936525	AKT Phenotype	tumor	0	LumA
TCGA-AO-A128-01A-11R-A10J-07	-1.47783308069524	0.797140343526399	-0.657154933579416	-1.59090046786735	-1.24411439819899	0.621878156046544	1.08102682471342	1.39815294225102	EGFR Phenotype	tumor	-13	Basal
TCGA-AO-A129-01A-21R-A10J-07	-1.61779943769567	1.98613550289459	0.464035867685321	-1.05048980241194	-1.99075224282334	2.0620607637204	2.092270999541	0.86305756338945	EGFR Phenotype	tumor	-13	Basal
TCGA-AO-A12A-01A-21R-A115-07	-0.610291909364287	-0.89572580182325	1.2527082226276	-1.00472797207779	0.0375874942886854	0.288320224100642	0.176837140299959	0.55789581768822	EGFR Phenotype	tumor	-5	LumA
TCGA-AO-A12B-01A-11R-A10J-07	1.31764739232797	-1.02127050763778	-1.50934352216063	0.158868179719917	1.19837179128311	-1.15402310719373	-1.08447269773655	-1.9001943487042	AKT Phenotype	tumor	-12	LumB
TCGA-AO-A12C-01A-11R-A10J-07	0.706854578364814	-1.25329902594684	0.218343811481892	1.73725793954452	0.3364298851751	-0.833877690239872	-0.816401531230741	-0.0726153452645876	AKT Phenotype	tumor	-5	LumA
TCGA-AO-A12D-01A-11R-A115-07	-0.0885786396411859	-1.11867142066774	0.563515183609136	1.23059464780966	-0.493251280505065	0.338775851440319	0.37814454985969	0.525440011439082	AKT Phenotype	tumor	-11	Her2
TCGA-AO-A12E-01A-11R-A10J-07	-0.768579053718058	-0.373238592694082	1.24206757048989	-0.0894198790164046	0.618712013015927	0.037591132720051	0.00989598195631275	0.239905664119068	EGFR Phenotype	tumor	-5	LumA
TCGA-AO-A12F-01A-11R-A115-07	-0.355413169730652	1.79505102052531	0.903735619100501	-0.655899803369023	-1.99064724785896	1.72472370143456	1.83604247090421	0.551375925412345	EGFR Phenotype	tumor	-13	Basal
TCGA-AO-A12G-01A-11R-A10J-07	0.857189127192284	0.209567035327615	-0.775620905352698	1.62105547965001	0.24461541816326	-0.901312895152129	-0.810551094585508	-0.605464834522703	AKT Phenotype	tumor	-1	LumA
TCGA-AO-A12H-01A-11R-A115-07	1.40512310204204	-0.767858651188325	-1.36488384899024	0.706375771652048	1.00246811470526	-1.22852575365597	-1.22001211103605	-1.43850689142137	AKT Phenotype	tumor	-12	LumA
TCGA-AQ-A04H-01B-11R-A10J-07	-0.00370725302441064	0.249772480626754	-0.722494605473365	1.81259352608106	1.23206198370158	-1.08776066150817	-1.07778095883281	-0.493041796708279	AKT Phenotype	tumor	-10	LumB
TCGA-AQ-A04J-01A-02R-A034-07	-1.65768061977162	0.801602626683971	1.53958688845571	0.0741114682437325	-1.80424110830187	2.21367797822937	2.22342166495109	1.80618666918267	EGFR Phenotype	tumor	-13	Basal
TCGA-AQ-A04L-01B-21R-A10J-07	0.424557792017069	-0.182348846716047	-0.526170716432793	0.982452820829924	-0.570144799373131	-0.660882243238531	-0.561673230332119	-0.620978206757559	AKT Phenotype	tumor	-1	LumA
TCGA-AR-A0TP-01A-11R-A084-07	-0.594842903186126	0.85680728452418	-0.154166628683801	-1.52255536124665	-1.56312875935979	1.56364013871661	1.67998330902314	0.756572797369912	EGFR Phenotype	tumor	-13	Basal
TCGA-AR-A0TQ-01A-11R-A084-07	0.328530892489357	0.545375077032884	0.220966718103284	1.29916003085674	0.904299433142531	-0.687122306562805	-0.578122835192795	-0.145697802260355	AKT Phenotype	tumor	-2	LumB
TCGA-AR-A0TR-01A-11R-A084-07	1.43653299592668	-0.517898726849751	-1.62435424546675	-1.42233901153413	1.45524355375968	-1.24061920149371	-1.23872011427983	-1.96415526161029	AKT Phenotype	tumor	-12	LumA
TCGA-AR-A0TS-01A-11R-A115-07	-0.459962724255266	0.644342658704247	0.364119570027652	-0.55075530472861	-1.85602676161891	1.73577265894162	1.81857384990209	1.83446803169467	EGFR Phenotype	tumor	-13	Basal
TCGA-AR-A0TT-01A-31R-A084-07	0.0726728255390593	0.14957582205596	0.0673704273457442	-1.27430799533522	0.054364983528682	0.0885232703553773	0.0916155201287954	1.17215162053841	EGFR Phenotype	tumor	-2	LumB
